Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Transcript length (including UTRs and CDS),Gene % GC content,Gene type
ENSMUSG00000096029,7,104730412,104739849,1,952,36.89,protein_coding
ENSMUSG00000050685,16,50410220,50411517,-1,1298,43.76,protein_coding
ENSMUSG00000030638,7,81823588,81956627,1,1489,46.86,protein_coding
ENSMUSG00000030638,7,81823588,81956627,1,1647,46.86,protein_coding
ENSMUSG00000030638,7,81823588,81956627,1,763,46.86,protein_coding
ENSMUSG00000095993,19,61285340,61285507,-1,168,33.33,protein_coding
ENSMUSG00000024827,19,30075847,30152829,-1,3767,44.72,protein_coding
ENSMUSG00000096674,4,61354027,61357980,-1,925,40.87,protein_coding
ENSMUSG00000031930,8,108162997,108285227,1,4314,46.86,protein_coding
ENSMUSG00000031930,8,108162997,108285227,1,425,46.86,protein_coding
ENSMUSG00000031930,8,108162997,108285227,1,2758,46.86,protein_coding
ENSMUSG00000031930,8,108162997,108285227,1,1996,46.86,protein_coding
ENSMUSG00000034522,14,65595838,65636379,1,354,48.38,protein_coding
ENSMUSG00000034522,14,65595838,65636379,1,4229,48.38,protein_coding
ENSMUSG00000034522,14,65595838,65636379,1,456,48.38,protein_coding
ENSMUSG00000078675,4,61433829,61437768,-1,927,41.07,protein_coding
ENSMUSG00000078675,4,61433829,61437768,-1,721,41.07,protein_coding
ENSMUSG00000040407,5,3978054,4131310,1,2010,41.16,protein_coding
ENSMUSG00000040407,5,3978054,4131310,1,13123,41.16,protein_coding
ENSMUSG00000040407,5,3978054,4131310,1,499,41.16,protein_coding
ENSMUSG00000040407,5,3978054,4131310,1,1352,41.16,protein_coding
ENSMUSG00000040407,5,3978054,4131310,1,595,41.16,protein_coding
ENSMUSG00000062713,16,93885790,93927891,1,3999,50.08,protein_coding
ENSMUSG00000050435,X,113814709,113815638,1,743,45.70,protein_coding
ENSMUSG00000035900,15,85941896,86021835,1,4115,52.63,protein_coding
ENSMUSG00000035900,15,85941896,86021835,1,4292,52.63,protein_coding
ENSMUSG00000047079,X,113817279,113818207,1,743,46.29,protein_coding
ENSMUSG00000025555,14,121272612,121521156,1,797,46.98,protein_coding
ENSMUSG00000025555,14,121272612,121521156,1,4885,46.98,protein_coding
ENSMUSG00000096688,4,61510166,61514108,-1,927,41.19,protein_coding
ENSMUSG00000024863,19,30210342,30217087,1,1089,44.14,protein_coding
ENSMUSG00000073643,1,79679979,79753860,-1,4551,43.98,protein_coding
ENSMUSG00000073643,1,79679979,79753860,-1,704,43.98,protein_coding
ENSMUSG00000073643,1,79679979,79753860,-1,914,43.98,protein_coding
ENSMUSG00000073643,1,79679979,79753860,-1,717,43.98,protein_coding
ENSMUSG00000073643,1,79679979,79753860,-1,460,43.98,protein_coding
ENSMUSG00000035614,12,65012578,65069347,1,6372,37.92,protein_coding
ENSMUSG00000035614,12,65012578,65069347,1,6386,37.92,protein_coding
ENSMUSG00000072995,X,115358641,115388480,1,1596,36.97,protein_coding
ENSMUSG00000041885,7,104739909,104742024,-1,936,39.70,protein_coding
ENSMUSG00000040820,16,93929741,94114430,-1,4150,47.76,protein_coding
ENSMUSG00000040820,16,93929741,94114430,-1,5371,47.76,protein_coding
ENSMUSG00000040820,16,93929741,94114430,-1,4021,47.76,protein_coding
ENSMUSG00000040820,16,93929741,94114430,-1,402,47.76,protein_coding
ENSMUSG00000040820,16,93929741,94114430,-1,4833,47.76,protein_coding
ENSMUSG00000078674,4,61588414,61592373,-1,930,41.04,protein_coding
ENSMUSG00000024868,19,30523263,30527065,-1,2427,45.88,protein_coding
ENSMUSG00000082482,X,115590875,115591222,1,348,57.47,protein_coding
ENSMUSG00000038973,7,43090206,43092758,1,664,53.62,protein_coding
ENSMUSG00000038973,7,43090206,43092758,1,583,53.62,protein_coding
ENSMUSG00000067441,X,115924454,115924801,1,348,58.05,protein_coding
ENSMUSG00000052920,19,30541889,31742433,-1,6976,39.49,protein_coding
ENSMUSG00000052920,19,30541889,31742433,-1,2449,39.49,protein_coding
ENSMUSG00000052920,19,30541889,31742433,-1,2841,39.49,protein_coding
ENSMUSG00000052920,19,30541889,31742433,-1,479,39.49,protein_coding
ENSMUSG00000078673,4,61696561,61700506,-1,927,41.28,protein_coding
ENSMUSG00000078673,4,61696561,61700506,-1,720,41.28,protein_coding
ENSMUSG00000100194,X,117336924,117337953,1,1030,44.37,protein_coding
ENSMUSG00000095248,7,104766043,104774730,1,4729,38.03,protein_coding
ENSMUSG00000095248,7,104766043,104774730,1,4324,38.03,protein_coding
ENSMUSG00000095248,7,104766043,104774730,1,4487,38.03,protein_coding
ENSMUSG00000095248,7,104766043,104774730,1,948,38.03,protein_coding
ENSMUSG00000100133,X,117389405,117390434,-1,1030,44.27,protein_coding
ENSMUSG00000039485,10,34173438,34177316,1,3879,49.06,protein_coding
ENSMUSG00000059768,7,104775573,104777642,-1,897,41.21,polymorphic_pseudogene
ENSMUSG00000034732,X,118836893,118839862,1,2434,39.43,protein_coding
ENSMUSG00000034732,X,118836893,118839862,1,2243,39.43,protein_coding
ENSMUSG00000045731,14,65638122,65662921,-1,2157,45.94,protein_coding
ENSMUSG00000045731,14,65638122,65662921,-1,1388,45.94,protein_coding
ENSMUSG00000039462,10,34265977,34273081,1,3130,43.19,protein_coding
ENSMUSG00000044120,7,104790046,104796219,-1,3841,40.62,protein_coding
ENSMUSG00000044120,7,104790046,104796219,-1,960,40.62,protein_coding
ENSMUSG00000022246,15,10569055,10714710,-1,4909,44.48,protein_coding
ENSMUSG00000022246,15,10569055,10714710,-1,4732,44.48,protein_coding
ENSMUSG00000022246,15,10569055,10714710,-1,4759,44.48,protein_coding
ENSMUSG00000047225,7,104803899,104812860,-1,3174,39.59,protein_coding
ENSMUSG00000047225,7,104803899,104812860,-1,3084,39.59,protein_coding
ENSMUSG00000047225,7,104803899,104812860,-1,3182,39.59,protein_coding
ENSMUSG00000047225,7,104803899,104812860,-1,939,39.59,protein_coding
ENSMUSG00000053536,19,31060237,31064469,1,4233,46.04,protein_coding
ENSMUSG00000052595,19,31846164,31926395,1,1432,39.71,protein_coding
ENSMUSG00000052595,19,31846164,31926395,1,2968,39.71,protein_coding
ENSMUSG00000052595,19,31846164,31926395,1,3414,39.71,protein_coding
ENSMUSG00000052595,19,31846164,31926395,1,1204,39.71,protein_coding
ENSMUSG00000070469,7,81984902,82263658,1,7249,42.78,protein_coding
ENSMUSG00000070469,7,81984902,82263658,1,2292,42.78,protein_coding
ENSMUSG00000070469,7,81984902,82263658,1,497,42.78,protein_coding
ENSMUSG00000020061,10,88354141,88441014,-1,3922,41.35,protein_coding
ENSMUSG00000020061,10,88354141,88441014,-1,3752,41.35,protein_coding
ENSMUSG00000020061,10,88354141,88441014,-1,3650,41.35,protein_coding
ENSMUSG00000020061,10,88354141,88441014,-1,1392,41.35,protein_coding
ENSMUSG00000020061,10,88354141,88441014,-1,1876,41.35,protein_coding
ENSMUSG00000034755,X,119199956,119820316,1,4454,34.59,protein_coding
ENSMUSG00000034755,X,119199956,119820316,1,8607,34.59,protein_coding
ENSMUSG00000034755,X,119199956,119820316,1,9097,34.59,protein_coding
ENSMUSG00000034755,X,119199956,119820316,1,5394,34.59,protein_coding
ENSMUSG00000034755,X,119199956,119820316,1,1491,34.59,protein_coding
ENSMUSG00000034755,X,119199956,119820316,1,4442,34.59,protein_coding
ENSMUSG00000058523,4,61749556,61753470,-1,925,40.33,protein_coding
ENSMUSG00000063410,14,121523755,121617423,-1,2676,48.02,protein_coding
ENSMUSG00000078672,4,61968471,61972395,-1,928,39.67,protein_coding
ENSMUSG00000022941,16,94129279,94137794,1,1531,47.13,protein_coding
ENSMUSG00000025557,14,121697033,121742664,-1,3121,45.25,protein_coding
ENSMUSG00000066154,4,62001713,62005579,-1,916,39.85,protein_coding
ENSMUSG00000066154,4,62001713,62005579,-1,938,39.85,protein_coding
ENSMUSG00000066154,4,62001713,62005579,-1,984,39.85,protein_coding
ENSMUSG00000019464,8,84393307,84399382,1,4694,57.44,protein_coding
ENSMUSG00000022940,16,94159622,94172701,-1,805,46.06,protein_coding
ENSMUSG00000022940,16,94159622,94172701,-1,966,46.06,protein_coding
ENSMUSG00000022940,16,94159622,94172701,-1,745,46.06,protein_coding
ENSMUSG00000022940,16,94159622,94172701,-1,912,46.06,protein_coding
ENSMUSG00000022940,16,94159622,94172701,-1,758,46.06,protein_coding
ENSMUSG00000022940,16,94159622,94172701,-1,548,46.06,protein_coding
ENSMUSG00000022940,16,94159622,94172701,-1,695,46.06,protein_coding
ENSMUSG00000027709,3,36013461,36054827,-1,2455,42.90,protein_coding
ENSMUSG00000039067,8,108307013,108315096,-1,1581,48.55,protein_coding
ENSMUSG00000018965,5,33176160,33185310,1,1764,44.67,protein_coding
ENSMUSG00000047794,7,104827623,104835219,-1,3326,40.48,protein_coding
ENSMUSG00000047794,7,104827623,104835219,-1,3246,40.48,protein_coding
ENSMUSG00000047794,7,104827623,104835219,-1,3179,40.48,protein_coding
ENSMUSG00000047794,7,104827623,104835219,-1,1088,40.48,protein_coding
ENSMUSG00000083616,X,119222445,119222792,-1,348,58.62,protein_coding
ENSMUSG00000004610,7,43093507,43107224,1,893,49.83,protein_coding
ENSMUSG00000004610,7,43093507,43107224,1,562,49.83,protein_coding
ENSMUSG00000004610,7,43093507,43107224,1,551,49.83,protein_coding
ENSMUSG00000004610,7,43093507,43107224,1,701,49.83,protein_coding
ENSMUSG00000004610,7,43093507,43107224,1,343,49.83,protein_coding
ENSMUSG00000001467,5,4131145,4154746,-1,3931,42.39,protein_coding
ENSMUSG00000015001,15,65747902,65784246,-1,1608,44.12,protein_coding
ENSMUSG00000015001,15,65747902,65784246,-1,1670,44.12,protein_coding
ENSMUSG00000015001,15,65747902,65784246,-1,1909,44.12,protein_coding
ENSMUSG00000015001,15,65747902,65784246,-1,898,44.12,protein_coding
ENSMUSG00000031446,8,13155621,13197940,1,3728,47.27,protein_coding
ENSMUSG00000031446,8,13155621,13197940,1,1044,47.27,protein_coding
ENSMUSG00000055733,X,121304262,121307098,-1,2837,43.07,protein_coding
ENSMUSG00000020638,12,26519203,26529836,1,3200,46.55,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,7477,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,529,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,1904,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,570,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,814,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,748,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,1096,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,923,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,1011,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,709,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,818,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,740,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,6495,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,6513,42.89,protein_coding
ENSMUSG00000041459,4,148696839,148711476,-1,6425,42.89,protein_coding
ENSMUSG00000079450,X,122013192,122098492,1,3301,38.32,protein_coding
ENSMUSG00000079450,X,122013192,122098492,1,3281,38.32,protein_coding
ENSMUSG00000079450,X,122013192,122098492,1,705,38.32,protein_coding
ENSMUSG00000032330,9,79662643,79667160,-1,659,41.04,protein_coding
ENSMUSG00000024887,19,31959997,32085611,-1,7049,40.61,protein_coding
ENSMUSG00000024887,19,31959997,32085611,-1,4835,40.61,protein_coding
ENSMUSG00000024887,19,31959997,32085611,-1,2929,40.61,protein_coding
ENSMUSG00000024887,19,31959997,32085611,-1,3062,40.61,protein_coding
ENSMUSG00000024887,19,31959997,32085611,-1,4096,40.61,protein_coding
ENSMUSG00000024887,19,31959997,32085611,-1,1597,40.61,protein_coding
ENSMUSG00000024887,19,31959997,32085611,-1,4682,40.61,protein_coding
ENSMUSG00000022031,14,65767898,65830524,-1,2771,44.24,protein_coding
ENSMUSG00000022031,14,65767898,65830524,-1,2851,44.24,protein_coding
ENSMUSG00000118415,X,122256461,122288415,1,857,37.81,protein_coding
ENSMUSG00000025916,1,10038849,10079361,-1,541,41.52,protein_coding
ENSMUSG00000025916,1,10038849,10079361,-1,1425,41.52,protein_coding
ENSMUSG00000025916,1,10038849,10079361,-1,732,41.52,protein_coding
ENSMUSG00000001260,5,70908390,70999960,-1,4771,35.86,protein_coding
ENSMUSG00000001260,5,70908390,70999960,-1,3507,35.86,protein_coding
ENSMUSG00000048425,7,104851065,104856692,-1,2613,40.65,protein_coding
ENSMUSG00000048425,7,104851065,104856692,-1,2646,40.65,protein_coding
ENSMUSG00000048425,7,104851065,104856692,-1,2612,40.65,protein_coding
ENSMUSG00000048425,7,104851065,104856692,-1,1018,40.65,protein_coding
ENSMUSG00000023192,9,106520294,106533281,-1,2181,53.07,protein_coding
ENSMUSG00000023192,9,106520294,106533281,-1,4711,53.07,protein_coding
ENSMUSG00000023192,9,106520294,106533281,-1,2111,53.07,protein_coding
ENSMUSG00000095474,X,122485983,122511869,1,857,37.02,protein_coding
ENSMUSG00000095474,X,122485983,122511869,1,702,37.02,protein_coding
ENSMUSG00000073909,7,104937302,104938267,1,966,47.62,protein_coding
ENSMUSG00000038570,7,82282168,82297736,-1,2783,36.97,protein_coding
ENSMUSG00000038570,7,82282168,82297736,-1,1927,36.97,protein_coding
ENSMUSG00000038570,7,82282168,82297736,-1,432,36.97,protein_coding
ENSMUSG00000038570,7,82282168,82297736,-1,430,36.97,protein_coding
ENSMUSG00000063632,12,27384263,27392573,-1,8311,46.48,protein_coding
ENSMUSG00000028020,3,80750906,80820967,-1,3029,38.23,protein_coding
ENSMUSG00000028020,3,80750906,80820967,-1,1341,38.23,protein_coding
ENSMUSG00000028020,3,80750906,80820967,-1,1101,38.23,protein_coding
ENSMUSG00000032328,9,79676225,79700789,-1,3658,37.28,protein_coding
ENSMUSG00000032328,9,79676225,79700789,-1,3627,37.28,protein_coding
ENSMUSG00000118483,X,122925694,122951218,1,857,36.93,protein_coding
ENSMUSG00000021044,12,88327324,88428494,1,2158,47.51,protein_coding
ENSMUSG00000021044,12,88327324,88428494,1,2253,47.51,protein_coding
ENSMUSG00000021044,12,88327324,88428494,1,2199,47.51,protein_coding
ENSMUSG00000072049,X,123034658,123045649,-1,5482,35.54,protein_coding
ENSMUSG00000073907,7,104960372,104968869,1,5819,38.31,protein_coding
ENSMUSG00000073907,7,104960372,104968869,1,1076,38.31,protein_coding
ENSMUSG00000022637,16,51851588,52028411,1,6648,40.59,protein_coding
ENSMUSG00000022637,16,51851588,52028411,1,3728,40.59,protein_coding
ENSMUSG00000022637,16,51851588,52028411,1,3864,40.59,protein_coding
ENSMUSG00000022637,16,51851588,52028411,1,3866,40.59,protein_coding
ENSMUSG00000022637,16,51851588,52028411,1,3378,40.59,protein_coding
ENSMUSG00000038872,8,108669276,109688262,1,17152,45.01,protein_coding
ENSMUSG00000038872,8,108669276,109688262,1,1212,45.01,protein_coding
ENSMUSG00000038872,8,108669276,109688262,1,16433,45.01,protein_coding
ENSMUSG00000020283,11,23596479,23615959,-1,4146,38.77,protein_coding
ENSMUSG00000019779,10,34359395,34487274,1,4696,37.67,protein_coding
ENSMUSG00000019779,10,34359395,34487274,1,3406,37.67,protein_coding
ENSMUSG00000050266,7,104977432,104983311,-1,2048,38.55,protein_coding
ENSMUSG00000050266,7,104977432,104983311,-1,2085,38.55,protein_coding
ENSMUSG00000050266,7,104977432,104983311,-1,1062,38.55,protein_coding
ENSMUSG00000040813,9,106535945,106563126,-1,1364,51.87,protein_coding
ENSMUSG00000040813,9,106535945,106563126,-1,1896,51.87,protein_coding
ENSMUSG00000040813,9,106535945,106563126,-1,1391,51.87,protein_coding
ENSMUSG00000020883,11,97973382,98041229,-1,8601,44.52,protein_coding
ENSMUSG00000020883,11,97973382,98041229,-1,522,44.52,protein_coding
ENSMUSG00000020883,11,97973382,98041229,-1,871,44.52,protein_coding
ENSMUSG00000020883,11,97973382,98041229,-1,428,44.52,protein_coding
ENSMUSG00000043948,7,104984716,104991477,-1,2327,43.30,protein_coding
ENSMUSG00000043948,7,104984716,104991477,-1,969,43.30,protein_coding
ENSMUSG00000002602,7,25456698,25488130,-1,4265,50.35,protein_coding
ENSMUSG00000002602,7,25456698,25488130,-1,3899,50.35,protein_coding
ENSMUSG00000002602,7,25456698,25488130,-1,563,50.35,protein_coding
ENSMUSG00000011034,5,33261563,33320214,1,4104,43.64,protein_coding
ENSMUSG00000026248,1,79753735,79759162,1,1424,43.57,protein_coding
ENSMUSG00000031447,8,13209161,13225338,1,2229,47.01,protein_coding
ENSMUSG00000025437,3,152052115,152099254,1,3886,42.49,protein_coding
ENSMUSG00000025437,3,152052115,152099254,1,4153,42.49,protein_coding
ENSMUSG00000025437,3,152052115,152099254,1,4183,42.49,protein_coding
ENSMUSG00000026249,1,79771914,79838897,-1,2210,44.61,protein_coding
ENSMUSG00000026249,1,79771914,79838897,-1,696,44.61,protein_coding
ENSMUSG00000026249,1,79771914,79838897,-1,822,44.61,protein_coding
ENSMUSG00000008845,6,124281615,124307486,1,4404,41.47,protein_coding
ENSMUSG00000008845,6,124281615,124307486,1,4443,41.47,protein_coding
ENSMUSG00000063953,10,35584671,35587888,-1,3218,41.14,protein_coding
ENSMUSG00000031637,8,46452340,46482514,1,1603,42.14,protein_coding
ENSMUSG00000031637,8,46452340,46482514,1,1525,42.14,protein_coding
ENSMUSG00000031637,8,46452340,46482514,1,3421,42.14,protein_coding
ENSMUSG00000058670,X,125720085,125723491,-1,3407,37.78,protein_coding
ENSMUSG00000004359,10,88510634,88520877,-1,1763,43.28,protein_coding
ENSMUSG00000004359,10,88510634,88520877,-1,646,43.28,protein_coding
ENSMUSG00000062791,X,125947595,125971609,1,4070,34.71,protein_coding
ENSMUSG00000049815,X,126301916,126303521,1,1606,37.05,protein_coding
ENSMUSG00000035891,15,86023329,86070342,-1,4518,50.89,protein_coding
ENSMUSG00000035891,15,86023329,86070342,-1,2162,50.89,protein_coding
ENSMUSG00000043569,X,126628805,126644177,-1,814,39.74,protein_coding
ENSMUSG00000034898,9,79712376,79920133,-1,3830,42.87,protein_coding
ENSMUSG00000034898,9,79712376,79920133,-1,4640,42.87,protein_coding
ENSMUSG00000034898,9,79712376,79920133,-1,804,42.87,protein_coding
ENSMUSG00000034898,9,79712376,79920133,-1,369,42.87,protein_coding
ENSMUSG00000035597,12,65083107,65110160,1,4069,36.89,protein_coding
ENSMUSG00000035597,12,65083107,65110160,1,732,36.89,protein_coding
ENSMUSG00000053178,5,4242367,4247651,1,1368,40.08,protein_coding
ENSMUSG00000044674,5,4803839,4808035,-1,4197,55.66,protein_coding
ENSMUSG00000061356,14,65835995,65885980,1,2745,46.12,protein_coding
ENSMUSG00000061356,14,65835995,65885980,1,2567,46.12,protein_coding
ENSMUSG00000037379,5,33355528,33375799,-1,2045,48.73,protein_coding
ENSMUSG00000037379,5,33355528,33375799,-1,876,48.73,protein_coding
ENSMUSG00000042751,1,152830744,152995007,1,4626,45.80,protein_coding
ENSMUSG00000042751,1,152830744,152995007,1,754,45.80,protein_coding
ENSMUSG00000025862,X,41238194,41366062,1,6171,36.93,protein_coding
ENSMUSG00000025862,X,41238194,41366062,1,295,36.93,protein_coding
ENSMUSG00000025862,X,41238194,41366062,1,5825,36.93,protein_coding
ENSMUSG00000025862,X,41238194,41366062,1,294,36.93,protein_coding
ENSMUSG00000025862,X,41238194,41366062,1,774,36.93,protein_coding
ENSMUSG00000025862,X,41238194,41366062,1,5955,36.93,protein_coding
ENSMUSG00000020782,11,115714875,115746606,1,3551,54.21,protein_coding
ENSMUSG00000020782,11,115714875,115746606,1,847,54.21,protein_coding
ENSMUSG00000020782,11,115714875,115746606,1,550,54.21,protein_coding
ENSMUSG00000020782,11,115714875,115746606,1,545,54.21,protein_coding
ENSMUSG00000020782,11,115714875,115746606,1,643,54.21,protein_coding
ENSMUSG00000020782,11,115714875,115746606,1,548,54.21,protein_coding
ENSMUSG00000020782,11,115714875,115746606,1,791,54.21,protein_coding
ENSMUSG00000020782,11,115714875,115746606,1,3612,54.21,protein_coding
ENSMUSG00000022032,14,65903852,66002275,1,3794,47.52,protein_coding
ENSMUSG00000022032,14,65903852,66002275,1,3262,47.52,protein_coding
ENSMUSG00000044499,10,36382810,36710393,1,2408,39.28,protein_coding
ENSMUSG00000044499,10,36382810,36710393,1,3078,39.28,protein_coding
ENSMUSG00000044499,10,36382810,36710393,1,2715,39.28,protein_coding
ENSMUSG00000040661,9,106565281,106666393,-1,9305,43.24,protein_coding
ENSMUSG00000040661,9,106565281,106666393,-1,593,43.24,protein_coding
ENSMUSG00000040661,9,106565281,106666393,-1,458,43.24,protein_coding
ENSMUSG00000058914,15,10952418,10980236,1,2338,41.25,protein_coding
ENSMUSG00000058914,15,10952418,10980236,1,2088,41.25,protein_coding
ENSMUSG00000000560,5,71114940,71253192,-1,5852,36.51,protein_coding
ENSMUSG00000072511,15,65788458,65848653,-1,2219,40.71,protein_coding
